id	pub date	author name	title catalog
341417	1778	Young lady.	The example, or The history of Lucy Cleveland / by a young lady.
341418	1777	Brooke, Frances,	The excursion : in two volumes / by Mrs. Brooke, author of The history of Lady Julia Mandeville, and of Emily Montague.
341419	1777	Brooke, Frances,	The excursion : in two volumes / by Mrs. Brooke, author of The history of Lady Julia Mandeville, and of Emily Montague.
341420	1784	Cooper, Maria Susanna.	The exemplary mother, or, Letters between Mrs. Villars and her family : in two volumes.
341421	1782	Vaughan, Thomas.	Fashionable follies : a novel : containing the history of a Parisian family.
341422	1773	Bonhote,	The fashionable friend : a novel : in two volumes.
341423	1773		The fatal effects of deception : a novel.
341424	1774	Dorat, Claude Joseph,	The fatal effects of inconstancy, or Letters of the Marchioness de Syrcé, the Count de Mirbeele [sic] and others : translated from the French : in two volumes.
341425	1780		Fatal obedience, or, The history of Mr. Freeland : in two volumes.
341427	1779	Percival, Thomas,	A father\'s instructions, consisting of moral tales, fables, and reflections; designed to promote the love of virtue, a taste for knowledge, and an early acquintance with the works of nature. By Thomas Percival.
341429	1776	Percival, Thomas,	A father\'s instructions to his children : consisting of tales, fables, and reflections : designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature.
341431	1771	Nichols, Elizabeth Eyton	The fault was all his own : a novel : in a series of letters / by a Lady ; in two volumes.
341432	1772		Female frailty; or, The history of Miss Wroughton ...
341433	1770		Female friendship, or The innocent sufferer : a moral novel.
341434	1783	Lennox, Charlotte	The female Quixote, or The adventures of Arabella / by Mrs. Lennox : in two volumes.
341436	1771	Haywood, Eliza Fowler	The female spectator. By Mrs. Eliza Haywood.
341439	1775	Haywood, Eliza Fowler	The female spectator / by Mrs. Eliza Haywood : in four volumes.
341440	1783		Female sensibility, or, The history of Emma Pomfret : a novel, founded on facts.
341441	1780	Palmer, Charlotte,	Female stability: or, The history of Miss Belville. In a series of letters by the late Miss Palmer ...
341442	1772	Briscoe, Sophia,	The fine lady : a novel / by the author of Miss Melmoth : in two volumes.
341443	1776	Brooke, Henry,	The fool of quality, or, The history of Henry Earl of Moreland / by Mr. Brooke : in four volumes.
341445	1775		The French convert : being a true relation of the happy conversion of a noble French lady, from the errors and superstitions of popery, to the reformed religion, by means of a Protestant gardener, her servant ...
341446	1773		The Friends; or, Original letters of a person deceased. Now first published, from the manuscripts, in his correspondent\'s hands ...
341447	1771	Chiari, Pietro	The generous lover, or The adventures of the Marchioness of Brianville : in three volumes / translated from the original Italian of the Abbé Pietro Chiari.
341448	1780	Authoress of Evelina.	Harcourt : a sentimental novel : in a series of letters / by the Authoress of Evelina.
341450	1770		The History of Miss Harriot Montague : in two volumes.
341452	1774	Johnstone, Charles,	The history of Arsaces, Prince of Betlis / by the editor of Chrysal : in two volumes.
341454	1773	Author of Frederick, or, The fortunate beggar.	The history of Lord Ashborn, and the Honourable Miss Howe, or, The reclaimed libertine : in three volumes / by the Author of Frederick, or, The fortunate beggar.
341455	1784		The History of Lord Belford, and Miss Sophia Woodley : in a series of letters.
341457	1783	Haywood, Eliza Fowler	The history of Miss Betsy Thoughtless / by Mrs. Haywood : in four volumes.
341458	1773	Author of Lucinda Courtney.	The history of Miss Lucinda Courtney : in a series of original letters written by herself to her friend, Miss Constantia Bellmour : in three volumes.
341460	1784		The History of Peggy Black and Wilmot Bond.
341461	1783	Day, Thomas,	The history of Sandford and Merton : a work intended for the use of children.
341462	1772	Isla, José Francisco de,	The history of the famous preacher Friar Gerund de Campazas,otherwise Gerund Zotes / translated from the Spanish.
341463	1783		The History of the Miss Baltimores : in a series of letters.
341465	1774	Cervantes Saavedra, Miguel de,	The history of the renowned Don Quixote de la Mancha. Including, minutely, every curious incident attending his faithful squire and servant, Sancho Panza. Interspersed with ludicrous dialogues, rhapsodies, madrigals, and serenades. The whole replete with infinite humour and drollery. Tr. from the original Spanish of Miguel de Cervantes Saavedra. By Charles Henry Wilmot, esq.
341466	1773	Chater, John.	The history of Tom Rigby : in three volumes.
341467	1771	Smollett, Tobias George,	The expedition of Humphry Clinker / by the author of Roderick Random : in three volumes.
341468	1776		The Husband\'s resentment, or, The history of Lady Manchester : a novel : in two volumes.
341469	1777	Marmontel, Jean François	The Incas : or, The destruction of the empire of Peru. / By M. Marmontel.
341471	1784	M\'Donald, A.	The independent : a novel : two volumes in one.
341473	1782	Lady.	An interesting sketch of genteel life / by a Lady.
341475	1773	Haywood, Eliza Fowler	The invisibe [sic] spy / by Explorabilis : in two volumes.
341476	1776	A Lady.	The Irish guardian : a pathetic story : in two volumes / by a Lady.
341477	1772		The Irishman, or, The favourite of fortune : a satirical novel founded upon facts.
341479	1776	Cogan, T.	John Buncle, junior, gentleman.
341480	1781	Johnstone, Charles,	The history of John Juniper, Esq. alias Juniper Jack : containing the birth, parentage, and education, life, adventures, and character of that most wonderful and surprizing gentleman / by the editor of The adventures of a guinea.
341481	1774		The Journey to London, or, The history of the Selby-family.
341482	1777	Mackenzie, Henry	Julia de Roubigné : a tale, in a series of letters / published by the author of The man of feeling, and The man of the world : in two volumes.
341483	1781	Mackenzie, Henry	Julia de Roubigné : a tale, in a series of letters / published by the author of The man of feeling, and The man of the world : in two volumes.
341484	1774	Brooke, Henry,	Juliet Grenville, or, The history of the human heart : three volumes in two / by Mr. Brooke.
341486	1771	Griffith,	The history of Lady Barton : a novel in letters / by Mrs. Griffith : in three volumes.
341489	1782	Stedman, John	Laelius and Hortensia, or, Thoughts on the nature and objects of taste and genius : in a series of letters to two friends.
341490	1784	Young lady.	Laura and Augustus : an authentic story, in a series of letters / by a Young Lady : in three volumes.
341505	1783		A Lesson for lovers, or, The history of Colonel Melville, and Lady Charlotte Richley.
341506	1781	Combe, William,	Letters between two lovers, and their friends / by the author of Letters supposed to have been written by Yorick and Eliza : in three volumes.
341507	1775	Vigor, William.	Letters from a lady, who resided some years in Russia, to her friend in England : with historical notes.
341508	1771	Clara.	Letters from Clara, or, The effusions of the heart.
341517	1772	Riccoboni, Marie Jeanne de Heurles Laboras de Mezières,	Letters from Elizabeth Sophia de Valiere to her friend Louisa Hortensia de Canteleu / by Madam Riccoboni ; translated from the French by Mr. Maceuen : in two volumes.
341519	1773	Collyer, Mary,	Letters from Felicia to Charlotte : containing a series of the most interesting events, interspersed with moral reflections, chiefly tending to prove that the seeds of virtue are implanted in the mind of every reasonable being : in two volumes.
341520	1777	Henrietta.	Letters from Henrietta to Morvina : interspersed with anecdotes, historical and amusing, of the different courts and countries through which she passed : founded on facts : in two volumes.
341521	1773	Lysander,	Letters from Lysander : or Amusement for the good-humoured.
341522	1775	Sterne, Laurence,	Letters from Yorick to Eliza.
341523	1782	Abelard, Peter,	Letters of Abelard and Heloise : To which is prefixed a particular account of their lives, amours, and misfortunes / By the late John Hughes, Esq. ; Together with the poem of Eloisa to Abelard By Mr. Pope ; And, (to which is now added), the poem of Abelard to Eloisa By Mrs. Madan.
341524	1779	Sterne, Laurence,	Letters supposed to have been written by Yorick and Eliza ...
341525	1783	Pratt,	Liberal opinions, or, The history of Benignus. By Mr. Pratt.
341526	1783	Kimber, Edward	The life and adventures of Joe Thompson : a narrative founded on fact / by Mr. Kimber : in two volumes.
341527	1784	Paltock, Robert,	The life and adventures of Peter Wilkins, a Cornish man ... Taken from his own mouth, in his passage to England, from off Cape Horn in America, in the ship Hector. With an introduction ... by R. S., a passenger in the Hector.
341528	1770	Amory, Thomas,	The life of John Buncle, esq.; containing various observations and reflections, made in several parts of the world, and many extraordinary relations.
