id	title	author	date	other works	nouns	adjectives	places	persons	verbs	material objects	adverbs
6996611	Letters from the Bahama islands. Written in 1823-4.	Hart	1827		['1823', '1823-4', '1824', 'Island', 'Letter']		['Bahama Islands']		['Write']	['Letter']	
73408	The Algerine captive; or, the life and adventures of Doctor Updike Underhill: six years a prisoner among the Algerines. Volume I. 	Tyler, Royall	1797		['Adventure', 'Captive', 'Doctor', 'Life', 'Prisoner', 'Volume', 'Year']	['Algerine', 'Six']		['Updike Underhill']			
73842	Mentoria; or the young lady's friend. In two volumes. By Mrs. Rowson, of the New-Theatre, Philadelphia: author of The Inquisitor, Fille de chambre, Victoria, Charlotte, &c. &c. Vol. I.	Rowson	1794	['Charlotte', 'Fille de chambre', 'The Inquisitor', 'Victoria']	['Author', 'Friend', 'Lady', 'Mrs.', 'Volume']	['Two', 'Young']	['New Theatre', 'New Theatre, Philadelphia', 'Philadelphia']	['Mentoria', 'Mrs. Rowson']			
75030	The inquisitor; or, invisible rambler. In three volumes. By Mrs. Rowson, author of Victoria. Second American edition. Volume I.	Rowson	1794	['Victoria']	['Author', 'Edition', 'Inquisitor', 'Mrs.', 'Rambler', 'Volume']	['American', 'Invisible', 'Second', 'Three']		['Mrs. Rowson']			
75774	Memoirs of the year two thousand five hundred. Translated from the French, by W. Hooper, M.A.	Mercier, Louis-SeÃÅbastien	1795		['French', 'M.A.', 'Memoir', 'Two thousand five hundred', 'Year']			['W. Hooper, M.A.']	['Translate']		
89573	The hapless orphan; or, innocent victim of revenge. A novel, founded on incidents in real life. In a series of letters from Caroline Francis to Maria B---. In two volumes. Vol. I. By an American lady.		1793		['Incident', 'Lady', 'Life', 'Novel', 'Orphan', 'Revenge', 'Series', 'Victim', 'Volume']	['American', 'Hapless', 'Innocent', 'Real', 'Two']		['Caroline Francis', 'Maria B---']	['Found']	['Letter']	
9492	The widow of the village, or, Adventures of innocence. A moral tale, by the celebrated Marmontel. Translated from the original French, by Mr. Heron. To which is added, the error of a good father.	Marmontel, Jean FranÁois	1799		['Adventure', 'Error', 'Father', 'French', 'Innocence', 'Tale', 'Village', 'Widow']	['Good', 'Moral', 'Original']		['Marmontel', 'Mr. Heron']	['Add', 'Celebrate', 'Translate']		
973317	Miscellaneous works, prose and poetical. By a young gentleman of New-York.	Linn, John Blair	1795		['Death', 'Gentleman', 'Poem', 'Work']	['Miscellaneous', 'Poetical', 'Prose', 'Young']	['New York', 'New-York']	['Cuthullin', 'Epaminondas', 'Oithona', 'Ossian', 'Pelopidas']	['Versify']		
976233	Modern chivalry: containing the adventures of captain John Farrago, and Teague Oregan, his servant. Volume I. By H. H. Brackenridge.	Brackenridge, H. H	1792		['Adventure', 'Captain', 'Chivalry', 'Servant', 'Volume']	['Modern']		['Captain John Farrago', 'H. H. Brackenridge', 'Teague Oregan']	['Contain']		
100704	The disinterested nabob, a novel; interspersed with genuine descriptions of India, its manners and customs. Vol. I.		1787		['Custom', 'Description', 'Manner', 'Nabob', 'Novel', 'Volume']	['Disinterested', 'Genuine', 'Interspersed']	['India']				
101326	The fair Syrian, a novel. By the author of Mount Henneth and Barham Downs. In two volumes. Volume I.	Bage, Robert	1787	['Barham Downs', 'Mount Henneth']	['Author', 'Novel', 'Syrian', 'Volume']	['Fair', 'Two']					
101332	Retaliation; or, the history of Sir Edward Oswald, and Lady Frances Seymour. A novel. In a series of letters. In four volumes. Vol. I. By Mrs. Cartwright, author of the Vale of Glendor.	Cartwright, H.	1787	['The vale of Glendor']	['Author', 'History', 'Lady', 'Mrs.', 'Novel', 'Retaliation', 'Series', 'Sir', 'Vol.', 'Volume']	['Four']		['Lady Frances Seymour', 'Mrs. Cartwright', 'Sir Edward Oswald']			['Letter']
101337	The romance of real life. By Charlotte Smith. In three volumes. Vol. I.	Smith, Charlotte Turner	1787		['Life', 'Romance', 'Volume']	['Real', 'Three']		['Charlotte Smith']			
101382	Arpasia; or, the wanderer. A novel. By the author of The nabob. In three volumes. Vol. I.	Clarke, Richard	1786	['The nabob']	['Author', 'Novel', 'Volume', 'Wanderer']	['Three']		['Arpasia']			
101576	Theodosius and Arabella, a novel, in a series of letters, by the late Mrs. Hampden Pye. In two volumes. Vol. I.	Pye, Jael Henrietta	1786		['Mrs.', 'Novel', 'Series', 'Volume']	['Late', 'Two']		['Arabella', 'Mrs. Hampden Pye', 'Theodosius']		['Letter']	
102731	The widow of Kent; or the history of Mrs. Rowley. A novel. In two              volumes. Vol. I.		1788		['History', 'Mrs.', 'Novel', 'Volume', 'Widow']	['Two']	['Kent']	['Mrs. Rowley']			
102798-1	The young widow; or, the history of Cornelia Sedley, in a series of letters. Volume I.	Hayley, William	1789		['History', 'Series', 'Volume', 'Widow']	['Four', 'Young']		['Cornelia Sedley']		['Letter']	
102798-2	The young widow; or, the history of Cornelia Sedley, in a series of letters. Volume I.	Hayley, William	1789		['History', 'Series', 'Volume', 'Widow']	['Four', 'Young']		['Cornelia Sedley']		['Letter']	
104121	The stage-coach. Containing the character of Mr. Manly, and the history of his fellow-travellers. Vol. I.	Smythies	1789		['Character', 'History', 'Mr.', 'Stage-coach', 'Traveler', 'Traveller']	['Fellow']		['Mr. Manly']	['Contain']		
105725-1	The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve, author of The old English baron, Two mentors, &c. &c. In three volumes. Vol. I.	Reeve, Clara	1788	['The old English baron', 'Two mentors']	['Author', 'Count', 'Exile', 'Memoir', 'Volume']	['Three']		['Clara Reeve', 'Count de Cronstadt']			
105725-2	The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve,              author of The old English baron, Two mentors, &c. &c. In three volumes. Vol.              I.	Reeve, Clara	1788	['The old English baron', 'Two mentors']	['Author', 'Count', 'Exile', 'Memoir', 'Volume']	['Three']		['Clara Reeve', 'Count de Cronstadt']			
105725-3	The exiles; or, memoirs of the Count de Cronstadt. By Clara Reeve, author of The old English baron, Two mentors, &c. &c. In three volumes. Vol. I.	Reeve, Clara	1788	['The old English baron', 'Two mentors']	['Author', 'Count', 'Exile', 'Memoir', 'Volume']	['Three']		['Clara Reeve', 'Count de Cronstadt']			
105744	The history of Captain and Miss Rivers. In three volumes. Vol. I.		1787		['Captain', 'History', 'Volume']	['Three']		['Miss Rivers']			
105746	The history of Miss Greville. In three volumes. By the author of Interesting memoirs. Volume first.	Keir, Elizabeth	1787	['Interesting memoirs']	['Author', 'History', 'Miss', 'Volume']	['First', 'Three']		['Miss Greville']			
105788	Memoirs of Charles Townly. [Written by himself.] In three volumes. Vol. I.		1789		['Himself', 'Memoir', 'Vol.', 'Volume']	['Three']		['Charles Townly']	['Write']		
105802	The man of benevolence.		1789		['Benevolence', 'Man']						
105881	Female stability; or, the history of Miss Belville. In a series of letters. By the late Miss Palmer. The second edition. Vol. I.	Palmer, Charlotte	1785		['Edition', 'History', 'Miss', 'Series', 'Stability']	['Female', 'Late', 'Second']		['Miss Belville', 'Miss Palmer']		['Letter']	
105979	The child of woe. A novel. By Mrs. Elizabeth Norman. In three volumes. Vol. I.	Norman, Elizabeth	1789		['Child', 'Mrs.', 'Novel', 'Volume', 'Woe']	['Three']		['Mrs. Elizabeth Norman']			
105986	Ethelinde, or the recluse of the lake. By Charlotte Smith. In five              volumes. Vol. I.	Smith, Charlotte Turner	1789		['Lake', 'Recluse', 'Volume']	['Five']		['Charlotte Smith', 'Ethelinde']			
105995	Camilla; or, the correspondence of a deceased friend. In three volumes. Vol. I.		1788		['Correspondence', 'Friend', 'Volume']	['Deceased', 'Three']		['Camilla']			
106006	The niece; or the history of Sukey Thornby. A novel. In three volumes. Vol. I. By Mrs. P. Gibbes, author of the history of Lady Louisa Stroud.	Gibbes, Phoebe	1788	['The history of Lady Stroud']	['Author', 'History', 'Mrs.', 'Niece', 'Novel', 'Volume']	['Mrs. P. Gibbes', 'Sukey Thornby']					
106010	Juliana. A novel, by the author of Francis, the philanthropist. In three volumes. Vol. I.	Johnson	1786	['Francis, the philanthropist']	['Author', 'Novel', 'Volume']	['Three']		['Juliana']			
106014-1	The Recess; or, a tale of other times. By the author of the Chapter of Accidents. The third edition, corrected. Vol. I.	Lee, Sophia	1787		['Accident', 'Author', 'Chapter', 'Edition', 'Recess', 'Tale', 'Time']	['Other', 'Third']			['Correct']		
106014-2	The recess; or, a tale of other times. By the author of The chapter of accidents. The third edition, corrected. Vol. I.	Lee, Sophia	1787	['The chapter of accidents']	['Author', 'Edition', 'Recess', 'Tale', 'Time', 'Volume']	['Corrected', 'Other', 'Third']			['Correct']		
106016	Retribution: a novel. By the author of the Gamesters, &c. In three volumes. Vol. I.	Mackenzie, Anna Maria	1788	['Gmesters']	['Author', 'Novel', 'Retribution', 'Volume']	['Three']					
106033	Cecilia, or memoirs of an heiress. By the author of Evelina. The fourth edition. In five volumes. Vol. I.	Burney, Fanny	1784	['Evelina']	['Author', 'Edition', 'Heiress', 'Memoir', 'Volume']	['Five', 'Fourth']		['Cecilia']			
106298	The history of Lady Julia Mandeville. In two volumes. By the translator of Lady Catesby's Letters. A new edition. Vol. I.	Brooke, Frances	1788	["Lady Catesby's Letters"]	['Edition', 'History', 'Lady', 'Translator', 'Volume']	['New', 'Two']		['Lady Julia Mandeville']			
106552	Belinda, or, the fair fugitive. A novel. By Mrs. C--- dedicated to her grace the Duchess of Marlborough. A new edition. In two volumes. Vol. I.	C----	1789		['Edition', 'Fugitive', 'Mrs.', 'Novel', 'Volume']	['Fair', 'New', 'Two']	['Marlborough']	['Belinda', 'Her Grace the Duchess of Marlborough', 'Mrs. C---']	['Dedicate']		
106616	The sorrows of the heart, a novel. In two volumes. Vol. I.	Heriot, John	1787		['Heart', 'Novel', 'Sorrow', 'Volume']	['Two']					
106688	The history of Lady Caroline Rivers, in a series of letters. In two volumes. By Miss Elizabeth Todd. Vol. I.	Todd, Elizabeth	1788		['History', 'Lady', 'Letter', 'Series', 'Volume']	['Two']		['Lady Caroline Rivers']		['Letter']	
106711	The village of Martindale: a novel. In two volumes. Volume the first.	Nicholson	1787		['Novel', 'Village', 'Volume']	['Two']	['Martindale']				
106811-2	Arundel. By the author of the Observer. Vol. I.	Cumberland, Richard	1789	['The Observer']	['Author']			['Arundel']			
106819	Illusions of sentiment, a descriptive and historic novel.		1788		['Illusion', 'Novel', 'Sentiment']	['Descriptive', 'Historic']					
106820	The school for fathers; or, the victim of a curse. A novel. Containing authentic memoirs and anecdotes, with historical facts. In two volumes. Vol. I.		1788		['Anecdote', 'Curse', 'Fact', 'Father', 'Memoir', 'Novel', 'School', 'Victim', 'Volume']	['Authentic', 'Historical', 'Two']			['Contain']		
106972	Earl Strongbow: or, the history of Richard de Clare and the beautiful Geralda. In two volumes. Vol. I.	White, James	1789		['Earl', 'History', 'Volume']	['Beautiful', 'Two']		['Earl Strongbow', 'Geralda', 'Richard de Clare']			
107393-1	The man in the moon; or, travels into the lunar regions, by the man of the people. Vol. I	Thomson, William	1783		['Man', 'Moon', 'People', 'Region', 'Travel']	['Lunar']					
107393-2	The man in the moon; or, travels into the lunar regions, by the man of the people. Vol. I	Thomson, William	1783		['Man', 'Moon', 'People', 'Region', 'Travel']	['Lunar']					
107624	The triumphs of fortitude: a novel. In a series of letters. In two volumes. Vol. I.		1789		['Fortitude', 'Novel', 'Series', 'Triumph', 'Volume']	['Two']				['Letter']	
107701	Orlando and Seraphina: a Turkish story. Volume I.	Nicholson	1787		['Story']	['Turkish']		['Orlando', 'Seraphina']			
107711	Saint Julian's Abbey. A novel. In a series of letters. In two volumes. Vol. I.		1788		['Abbey', 'Novel', 'Saint', 'Series', 'Volume']	['Two']		['Julian']		['Letter']	
107724	Death's a friend, a novel. By the author of the Bastard. &c. &c. Vol. I.	Author of the Bastard	1788	['The Bastard']	['Author', 'Death', 'Friend', 'Novel']						
107726	The predestined wife; or, force of prejudice; a novel. In a series of letters. By the author of Edward and Sophia, Powis Castle, and Eliza Cleland. In two volumes. Vol. I.	Author of Eliza Cleland	1789	['Edward and Sophia', 'Eliza Cleland', 'Powis Castle']	['Author', 'Force', 'Novel', 'Prejudice', 'Series', 'Volume', 'Wife']	['Predestined', 'Two']				['Letter']	
107728	Agnes De-Courci: a domestic tale. In two volumes. Inscribed with permission to Col. Hunter. By Mrs. Bennett, author of the Welch Heiress, and Juvenile Indiscretions. Vol. I.	Bennett	1789	['Juvenile indiscretions', 'The Welch heiress']	['Author', 'Col.', 'Mrs.', 'Permission', 'Tale', 'Volume']	['Domestic', 'Two']		['Agnes De-Courci', 'Col. Hunter', 'Mrs. Bennett']	['Inscribe']		
1341181	A sketch of old England, by a New-England man. In two volumes. Vol. I.	Paulding, James Kirke	1822		['Man', 'Sketch', 'Volume']	['New', 'Old', 'Two']	['England', 'New England']				
161798	Caroline of Lichtfield; a novel. Translated from the French. By Thomas Holcroft. Vol. I.	Montolieu, Isabelle de	1786		['French', 'Novel', 'Volume']		['Lichtfield']	['Caroline', 'Caroline of Lichtfield', 'Thomas Holcroft']	['Translate']		
161806	Caroline of Lichtfield; a novel. Translated from the French. By Thomas Holcroft. The second edition. Vol. I.	Montolieu, Isabelle de	1786		['Edition', 'French', 'Novel', 'Volume']	['Second']	['Lichtfield']	['Caroline', 'Caroline of Lichtfield', 'Thomas Holcroft']	['Translate']		
162466	The gamesters: a novel. In two volumes. By the authoress of Burton-Wood and Joseph. Vol. I.	Mackenzie, Anna Maria	1786	['Burton-Wood', 'Joseph']	['Authoress', 'Gamester', 'Novel', 'Volume']	['Two']					
162702	Warbeck: a pathetic tale. In two volumes. Vol. I.	Arnaud, FrancÃßois-Thomas-Marie de Baculard d\'	1786		['Tale', 'Volume']	['Pathetic', 'Two']		['Warbeck']			
163856	The letters of Charlotte, during her connexion with Werter. Vol. I.	James, William	1786	['Werter', 'Werther']	['Connection', 'Connexion']			['Charlotte', 'Werter', 'Werther']		['Letter']	
163997	The history of Ophelia. Published by the author of David Simple. A new edition. Vol. I.	Fielding, Sarah	1787	['David Simple']	['Author', 'Edition', 'History']	['New', 'Published']		['Ophelia']	['Publish']		
164001	Modern times, or the adventures of Gabriel Outcast. Supposed to be written by himself. In imitation of Gil Blas. In three volumes. Volume I. The third edition, with additions.	Trusler, John	1786	['Gil Blas']	['Addition', 'Adventure', 'Edition', 'Himself', 'Imitation', 'Time', 'Volume']	['Modern', 'Second', 'Supposed', 'Three', 'Written']		['Gabriel Outcast', 'Gil Blas']	['Suppose', 'Write']		
164282	Anna: or memoirs of a Welch heiress: interspersed with anecdotes of a nabob. In four volumes. Vol. I. The second edition corrected by the author.	Bennett	1786		['Anecdote', 'Author', 'Edition', 'Heiress', 'Memoir', 'Nabob', 'Volume']	['Four', 'Second', 'Welch', 'Welsh']		['Anna']	['Correct', 'Intersperse']		
1746796	The adventures of Gil Blas of Santillane. A new translation, by the author of Roderick Random. Adorned with thirty-three cuts, neatly engraved. In four volumes. The fifth edition. Volume I.	Le Sage, Alain-RenÈ	1782	['Roderick Random']	['Adventure', 'Author', 'Cut', 'Edition', 'Translation', 'Volume']	['Fifth', 'Four', 'New', 'Thirty three', 'Thirty-three']	['Santillane']	['Gil Blas']	['Adorn', 'Engrave']		['Neatly']
1798428	The minor; or history of George O'Nial, esq. In two volumes. Vol. I.		1788		['Esq.', 'History', 'Minor', 'Volume']	['Two']		["George O'Nial"]			
1798766	The adventures of Anthony Varnish, or, A peep at the manners of society. By an Adept. In three volumes. Vol. I.	Johnstone, Charles	1786		['Adept', 'Adventure', 'Manner', 'Peep', 'Society', 'Volume']	['Three']		['Anthony Varnish']			
1799034	Julia de Gramont. By the right honorable Lady H****. In two volumes. Vol. I.	Hawke, Cassandra	1788		['Lady', 'Volume']	['Honorable', 'Right', 'Two']		['Julia de Gramont', 'Lady H****']			
1799123	Melissa and Marcia; or the sisters: a novel. In two volumes. Vol. I.	Hervey, Elizabeth	1788		['Novel', 'Sister', 'Volume']	['Two']		['Marcia', 'Melissa']			
1800288	The amicable Quixote; or, the enthusiasm of friendship. In four volumes. Vol. I.		1788		['Enthusiasm', 'Friendship', 'Quixote', 'Volume']	['Amicable', 'Four']					
1800399	The life and adventures of Anthony Leger, Esq; or, the man of shifts. In three volumes. Vol. I.		1789		['Adventure', 'Esq', 'Life', 'Man', 'Shift', 'Volume']	['Three']		['Anthony Leger, Esq.']			
190185	Henrietta. By Mrs. Lennox. In two volumes.	Lennox, Charlotte	1787		['Mrs.', 'Volume']	['Two']		['Henrietta', 'Mrs. Lennox']			
208314	Excessive sensibility; or, the history of Lady St. Laurence. A novel. Vol. I.	Pigott, Harriet	1787		['History', 'Lady', 'Novel', 'Sensibility']	['Excessive']		['Lady St. Laurence']			
3136144	The travels of Lemuel Gulliver, into several remote nations of the world. Who was first a surgeon, and then a captain of several ships. In four parts.	Swift, Jonathan	1787		['Captain', 'Nation', 'Part', 'Ship', 'Surgeon', 'Travel', 'World']	['First', 'Four', 'Remote', 'Several']		['Lemuel Gulliver']			
3441301	Guilliver revived: containing singular travels, campaigns, voyages, and adventures in Russia, the Caspian sea, Iceland, Turkey, Egypt, Gibraltar, up the Mediterranean, on the Atlantic Ocean, and through the centre of Mount Etna into the South Sea: also an account of a voyage into the moon and Dog-star, with many extraordinary particulars, relative to the cooking animal in those planets, whichare here called the human species. By Baron Munchausen. The fifth edition, considerably enlarged, and ornamented with explanatory views, engraved from original designs.		1788		['Account', 'Adventure', 'Animal', 'Campaign', 'Center', 'Centre', 'Design', 'Dog-star', 'Edition', 'Moon', 'Mount Etna', 'Ocean', 'Particular', 'Planet', 'Sea', 'South Sea', 'Species', 'Travel', 'View', 'Voyage']	['Atlantic', 'Cooking', 'Explanatory', 'Extraordinary', 'Fifth', 'Here', 'Human', 'Many', 'Original', 'Relative', 'Singular', 'South']	['Atlantic Ocean', 'Caspian Sea', 'Egypt', 'Gilbraltar', 'Iceland', 'Mediterranean', 'Russia', 'Turkey']	['Baron Munchausen', 'Gulliver']	['Are', 'Call', 'Contain', 'Engrave', 'Enlarge', 'Ornament', 'Revive']		['Considerably']
3445990	The life and opinions of Tristram Shandy, gentleman. Vol. I. A new edition.	Sterne, Laurence	1782		['Edition', 'Gentleman', 'Life', 'Opinion']	['New']		['Tristram Shandy']			
3450187	The Platonic guardian: or, history of an orphan.	A Lady	1788		['Guardian', 'History', 'Lady', 'Orphan']	['Platonic']					
35225-1	Emmeline, the orphan of the castle. By Charlotte Smith. In four volumes. Vol. I.	Smith, Charlotte Turner	1788		['Castle', 'Orphan', 'Vol.', 'Volume']	['Four']		['Charlotte Smith', 'Emmeline']			
35225-2	Emmeline, the orphan of the castle. By Charlotte Smith. In four volumes. Vol. I.	Smith, Charlotte Turner	1788		['Castle', 'Orphan', 'Volume']	['Four']		['Charlotte Smith', 'Emmeline']			
3768971	The adventures of Theagenes and Chariclea. A romance. Translated from the Greek of Heliodorus. Vol. I.	Heliodorus	1789		['Adventure', 'Greek', 'Romance']			['Chariclea', 'Heliodorus', 'Theagenes']	['Translate']		
3769976	Little truths better than great fables: containing information on divers subjects, for the instruction of children. Volume I. Illustrated with copper-plates.	Darton, William	1800		['Children', 'Copper-plate', 'Fables', 'Information', 'Instruction', 'Subject', 'Truths']	['Better', 'Divers', 'Diverse', 'Great', 'Little']			['Contain', 'Illustrate']		
4785227	Heloise: or, the siege of Rhodes. A legendary tale. By the author of Maria: or, The generous rustic. Second edition. To which is added Harriet: or, The vicar's tale. In two volumes. Vol. I.	Berkeley, George Monck	1788	["Harriet: or, the vicar's tale", 'Maria: or, the generous rustic']	['Author', 'Edition', 'Siege', 'Tale', 'Volume']	['Legendary', 'Second', 'Two']	['Rhodes']	['Heloise']	['Add', 'Be']		
57961	Caroline; or, the diversities of fortune: a novel. In three volumes. The second edition. Volume first.	Hughes	1787		['Diversity', 'Edition', 'Fortune', 'Novel', 'Volume']	['First', 'Second', 'Third', 'Three']		['Caroline']			
595131	Louisa; or, the cottage on the moor. In two volumes. Vol.              I.	Helme, Elizabeth	1787		['Cottage', 'Moor', 'Price', 'Shilling', 'Stationary-Hall', 'Volume']	['Entered', 'Sewed']	['Stationary-Hall']	['Louisa']	['Enter', 'Sew']		
596561	Peruvian tales, related in one thousand and one hours, by one of select virgins of Cusco, to the Ynca of Peru, to dissuade him from a resolution he had taken to destroy himself by poison. Translated from the original French by Samuel Humphreys, Esq. In three volumes.	Gueullette, Thomas-Simon	1786		['French', 'Himself', 'Hour', 'Poison', 'Resolution', 'Tale', 'Virgin', 'Volume']	['Original', 'Peruvian', 'Select', 'Three']	['Cusco', 'Peru']	['Ynca']	['Destroy', 'Dissuade', 'Relate', 'Samuel Humphreys', 'Translate']		
87232-2	Zeluco. Various views of human nature taken from life and manners, foreign and domestic. In two volumes. Vol. I.	Moore, John	1789		['Life', 'Manner', 'Nature', 'View', 'Volume']	['Domestic', 'Foreign', 'Human', 'Two', 'Various']		['Zeluco']	['Take']		
87246	Argus; the house-dog at Eadlip. Memoirs in a family correspondence, by the author of Constance and The pharos. In three volumes. Vol. I.	Mathews, Charles	1789	['Constance', 'The pharos']	['Author', 'Correspondence', 'Dog', 'House-dog', 'Memoir', 'Volume']	['Family', 'House', 'Three']	['Eadlip']	['Argus']			
88720	Original stories, from real life; with conversations, calculated to regulate the affections, and form the mind to truth and goodness.	Wollstonecraft, Mary	1788		['Affection', 'Conversation', 'Goodness', 'Life', 'Mind', 'Story', 'Truth']	['Original', 'Real']			['Calculate', 'Form', 'Regulate']		
5942278	Harrison's edition. Letters from a Persian in England, to his friend at Ispahan. By George Lord Lyttelton.	Lyttelton, George Lyttelton	1785		['Friend', 'Letter', 'Lord', 'Persian']		['England', 'Ispahan']	['George Lord Lyttelton', 'Harrison']			
1752858	The interesting narrative of the life of Olaudah Equiano, or Gustavus Vassa, the African. Written by himself. Fifth edition, enlarged.	Equiano, Olaudah	1792		['African', 'Edition', 'Himself', 'Life', 'Narrative']	['African', 'Enlarged', 'Fifth', 'Interesting']		['Gustavus Vassa', 'Olaudah Equiano']	['Write']		
102829	The life of Frederick, Baron Trenck. Written by himself, and translated from the German. Vol. I.	Trenck, Friedrich	1788		['Baron', 'German', 'Himself', 'Life']			['Frederick, Baron Trenck']	['Translate', 'Write']		
ocm78091842 	Adelaide de Grammont; a romance of the fifteenth century.		1804		['Century', 'Romance']	['Fifteenth']		['Adelaide de Grammont']			
ocn476765648	The adventures of a pin, supposed to be related by himself, herself, or itself.		1796		['Adventure', 'Herself', 'Himself', 'Itself', 'Pin']				['Relate', 'Suppose']		
ocm40688589 	Agnes; or, the triumph of principle.		1822		['Principle', 'Triumph']			['Agnes']			
ocn484442023	The fair Syrian, a novel. By the author of Mount Henneth and Barham Downs. In two volumes. Volume I.	Bage, Robert	1787	['Barham Downs', 'Mount Henneth']	['Author', 'Novel', 'Syrian', 'Volume']	['Fair', 'Two']					
ocm06756321 	Brambleton Hall, a novel, being a sequel to the celebrated expedition of Humphrey Clinker, by Tobias Smollet, M.D.		1818	['The celebrated expedition of Humphrey Clinker.']	['Expedition', 'Novel', 'Sequel']	['Celebrated']	['Brambleton Hall']	['Humphrey Clinker', 'Tobias Smollet, M.D.']	['Be']		
ocm13313695 	Fitz of Fitz-ford; A legend of Devon. By Mrs. Bray, author of 'De Foix,' 'The White Hoods,' 'The Protestant,' &c. &c. &c.	Bray	1830	['De Foix', 'The Protestant', 'The White Hoods']	['Author', 'Legend', 'Mrs.']		['Devon', 'Fitz-ford']	['Bray', 'Fitz']			
ocm40733633 	The power of sympathy: or, the triumph of nature. Founded in truth. In two volumes. Vol. I.	Brown, William Hill	1789		['Nature', 'Power', 'Sympathy', 'Triumph', 'Truth', 'Volume']	['Two']			['Find', 'Found']		
ocm02861722 	Discipline: a novel. By the author of ""Self-control.""	Brunton, Mary	1814	['Self-control']	['Author', 'Discipline', 'Novel']						
ocm06536542 	Self-control: a novel.	Brunton, Mary	1811		['Novel', 'Self-Control']						
ocn486073979	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes vol. I.	Burney, Sarah Harriet	1812	['Clarentine']	['Author', 'Miss', 'Nature', 'Trait', 'Volume']	['Five']		['Burney']			
ocm52981134 	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes vol. I	Burney, Sarah Harriet	1813	['Clarentine']	['Author', 'Miss', 'Nature', 'Trait', 'Volume']	['Five']		['Burney']			
ocn270121854	Blue-stocking hall.	Chetwode	1827				['Blue-stocking Hall']				
ocn480433456	The death of Cain, in five books. According to the manner of the death of Abel by Mr. Gessner.	Collyer, Mary	1813	['The death of Abel']	['Books', 'Death', 'Manner', 'Mr.']	['Five']		['Cain', 'Gessner']	['Accord']		
ocn123448855	The express. A novel. In three volumes. By Frances D'Aubigne	Maintenon	1819		['Express', 'Novel', 'Volume']	['Three']		["Frances D'Aubigne"]			
ocn482649224	Hannah Hewit; or, the female Crusoe. Being the history of a woman of uncommon, mental, and personal accomplishments; who, after a variety of extraordinary and interesting adventures in almost every station of life, from splendid prosperity to abject adversity, was cast away in the Grosvenor East-Indiaman: and became for three years the sole inhabitant of an island, in the South Seas. Supposed to be written by herself.	Dibdin, Charles	1792		['Accomplishments', 'Adventures', 'Adversity', 'Herself', 'History', 'Inhabitant', 'Island', 'Life', 'Propriety', 'Sole', 'Station', 'Three', 'Woman', 'Years']	['Abject', 'After', 'Every', 'Extraordinary', 'Female', 'Interesting', 'Mental', 'Object', 'Personal', 'Splendid', 'Supposed', 'Uncommon', 'Variety']	['Grosvenor East-Indiaman', 'South Seas']	['Crusoe', 'Hannah Hewit']	['Be', 'Become', 'Cast', 'Write']		['Almost', 'Away']
ocm02892878 	Continental adventures. A novel. In three volumes.	Eaton, Charlotte A	1826		['Adventure', 'Novel', 'Volume']	['Continental', 'Three']					
ocm21212908 	Marriage, a novel.	Ferrier, Susan	1818		['Marriage', 'Novel']						
ocm00621029 	The inheritance. By the author of marriage.	Ferrier, Susan	1824	['Marriage']	['Author', 'Inheritance', 'Volume']	['Three']					
ocn607607606	Lawrie Todd; or, the settlers in the woods. By John Galt, Esq. Fas., Hon. LS, P., Hon. NHS, M., &c. Author of ""The annals of the parish,"" ""The Ayrshire legatees,"" &c.	Galt, John	1830	['The Ayrshire legatees', 'The annals of the parish']	['Author', 'Esq', 'Settler', 'Volume', 'Wood']	['Three']		['John Galt', 'Lawrie Todd']			
ocn940098594	Rothelan; a romance of the English histories. By the author of Annals of the parish, Ringan Gilhaize, The Spaewife, &c.	Galt, John	1824	['Annals of the parish', 'Ringan Gilhaize', 'The spaewife']	['Author', 'History', 'Romance', 'Volume']	['English', 'Three']		['Rothelan']			
ocm52859548 	Delves, a welch tale. By Mrs. Gunning. In two volumes. The second edition. Vol. I.	Gunning	1796		['Edition', 'Mrs.', 'Tale', 'Volume']	['Second', 'Two', 'Welch']		['Delves', 'Mrs. Gunning']			
ocm43297821 	The gipsy countess: a novel. By Miss Gunning. In two volumes. Vol. I.	Gunning	1799		['Countess', 'Gipsy', 'Miss', 'Novel', 'Volume']	['Two']		['Gunning']			
ocm12862142 	Osmond, a tale. By the author of ""The favorite of nature.""	Kelty, Mary Ann	1822	['The favorite of Nature.']	['Author', 'Tale']			['Osmond']			
ocm06853360 	Trials; a tale. By the author of ""the favourite of nature,"" &c. &c.	Kelty, Mary Ann	1824	['The favourite of nature']	['Author', 'Tale', 'Trial', 'Volume']	['Three']					
ocm04294241 	Caroline Ormsby; or the real Lucilla: a tale for the female sex. Interspersed with sketches moral and religious.		1810		['Sex', 'Sketch', 'Tale']	['Female', 'Moral', 'Real', 'Religious']		['Caroline Ormsby', 'Lucilla']	['Intersperse']		
